location,date,temperature,humidity,rain,wind_speed_mps,solar_radiation
"Maharashtra, Parbhani",1979,25,80,1200,2.0,18
"Maharashtra, Parbhani",1979,22,70,800,2.5,20
"Maharashtra, Parbhani",1979,20,60,600,1.5,16
"Maharashtra, Parbhani",1979,28,65,700,3.0,22
"Maharashtra, Parbhani",1980,25,80,1200,2.0,18
"Maharashtra, Parbhani",1980,22,70,800,2.5,20
"Maharashtra, Parbhani",1980,20,60,600,1.5,16
"Maharashtra, Parbhani",1980,28,65,700,3.0,22
"Maharashtra, Parbhani",1981,25,80,1200,2.0,18
"Maharashtra, Parbhani",1981,22,70,800,2.5,20
"Maharashtra, Parbhani",1981,20,60,600,1.5,16
"Maharashtra, Parbhani",1981,28,65,700,3.0,22
"Maharashtra, Parbhani",1982,25,80,1200,2.0,18
"Maharashtra, Parbhani",1982,22,70,800,2.5,20
"Maharashtra, Parbhani",1982,20,60,600,1.5,16
"Maharashtra, Parbhani",1982,28,65,700,3.0,22
"Maharashtra, Parbhani",1983,25,80,1200,2.0,18
"Maharashtra, Parbhani",1983,22,70,800,2.5,20
"Maharashtra, Parbhani",1983,20,60,600,1.5,16
"Maharashtra, Parbhani",1983,28,65,700,3.0,22
"Maharashtra, Parbhani",1984,25,80,1200,2.0,18
"Maharashtra, Parbhani",1984,22,70,800,2.5,20
"Maharashtra, Parbhani",1984,20,60,600,1.5,16
"Maharashtra, Parbhani",1984,28,65,700,3.0,22
"Maharashtra, Parbhani",1985,25,80,1200,2.0,18
"Maharashtra, Parbhani",1985,22,70,800,2.5,20
"Maharashtra, Parbhani",1985,20,60,600,1.5,16
"Maharashtra, Parbhani",1985,28,65,700,3.0,22
"Maharashtra, Parbhani",1986,25,80,1200,2.0,18
"Maharashtra, Parbhani",1986,22,70,800,2.5,20
"Maharashtra, Parbhani",1986,20,60,600,1.5,16
"Maharashtra, Parbhani",1986,28,65,700,3.0,22
"Maharashtra, Parbhani",1987,25,80,1200,2.0,18
"Maharashtra, Parbhani",1987,22,70,800,2.5,20
"Maharashtra, Parbhani",1987,20,60,600,1.5,16
"Maharashtra, Parbhani",1987,28,65,700,3.0,22
"Maharashtra, Parbhani",1988,25,80,1200,2.0,18
"Maharashtra, Parbhani",1988,22,70,800,2.5,20
"Maharashtra, Parbhani",1988,20,60,600,1.5,16
"Maharashtra, Parbhani",1988,28,65,700,3.0,22
"Maharashtra, Parbhani",1989,25,80,1200,2.0,18
"Maharashtra, Parbhani",1989,22,70,800,2.5,20
"Maharashtra, Parbhani",1989,20,60,600,1.5,16
"Maharashtra, Parbhani",1989,28,65,700,3.0,22
"Maharashtra, Parbhani",1990,25,80,1200,2.0,18
"Maharashtra, Parbhani",1990,22,70,800,2.5,20
"Maharashtra, Parbhani",1990,20,60,600,1.5,16
"Maharashtra, Parbhani",1990,28,65,700,3.0,22
"Maharashtra, Parbhani",1991,25,80,1200,2.0,18
"Maharashtra, Parbhani",1991,22,70,800,2.5,20
"Maharashtra, Parbhani",1991,20,60,600,1.5,16
"Maharashtra, Parbhani",1991,28,65,700,3.0,22
"Maharashtra, Parbhani",1992,25,80,1200,2.0,18
"Maharashtra, Parbhani",1992,22,70,800,2.5,20
"Maharashtra, Parbhani",1992,20,60,600,1.5,16
"Maharashtra, Parbhani",1992,28,65,700,3.0,22
"Maharashtra, Parbhani",1993,25,80,1200,2.0,18
"Maharashtra, Parbhani",1993,22,70,800,2.5,20
"Maharashtra, Parbhani",1993,20,60,600,1.5,16
"Maharashtra, Parbhani",1993,28,65,700,3.0,22
"Maharashtra, Parbhani",1994,25,80,1200,2.0,18
"Maharashtra, Parbhani",1994,22,70,800,2.5,20
"Maharashtra, Parbhani",1994,20,60,600,1.5,16
"Maharashtra, Parbhani",1994,28,65,700,3.0,22
"Maharashtra, Parbhani",1995,25,80,1200,2.0,18
"Maharashtra, Parbhani",1995,22,70,800,2.5,20
"Maharashtra, Parbhani",1995,20,60,600,1.5,16
"Maharashtra, Parbhani",1995,28,65,700,3.0,22
"Maharashtra, Parbhani",1996,25,80,1200,2.0,18
"Maharashtra, Parbhani",1996,22,70,800,2.5,20
"Maharashtra, Parbhani",1996,20,60,600,1.5,16
"Maharashtra, Parbhani",1996,28,65,700,3.0,22
"Maharashtra, Parbhani",1997,25,80,1200,2.0,18
"Maharashtra, Parbhani",1997,22,70,800,2.5,20
"Maharashtra, Parbhani",1997,20,60,600,1.5,16
"Maharashtra, Parbhani",1997,28,65,700,3.0,22
"Maharashtra, Parbhani",1998,25,80,1200,2.0,18
"Maharashtra, Parbhani",1998,22,70,800,2.5,20
"Maharashtra, Parbhani",1998,20,60,600,1.5,16
"Maharashtra, Parbhani",1998,28,65,700,3.0,22
"Maharashtra, Parbhani",1999,25,80,1200,2.0,18
"Maharashtra, Parbhani",1999,22,70,800,2.5,20
"Maharashtra, Parbhani",1999,20,60,600,1.5,16
"Maharashtra, Parbhani",1999,28,65,700,3.0,22
"Maharashtra, Parbhani",2000,25,80,1200,2.0,18
"Maharashtra, Parbhani",2000,22,70,800,2.5,20
"Maharashtra, Parbhani",2000,20,60,600,1.5,16
"Maharashtra, Parbhani",2000,28,65,700,3.0,22
"Maharashtra, Parbhani",2001,25,80,1200,2.0,18
"Maharashtra, Parbhani",2001,22,70,800,2.5,20
"Maharashtra, Parbhani",2001,20,60,600,1.5,16
"Maharashtra, Parbhani",2001,28,65,700,3.0,22
"Maharashtra, Parbhani",2002,25,80,1200,2.0,18
"Maharashtra, Parbhani",2002,22,70,800,2.5,20
"Maharashtra, Parbhani",2002,20,60,600,1.5,16
"Maharashtra, Parbhani",2002,28,65,700,3.0,22
"Maharashtra, Parbhani",2003,25,80,1200,2.0,18
"Maharashtra, Parbhani",2003,22,70,800,2.5,20
"Maharashtra, Parbhani",2003,20,60,600,1.5,16
"Maharashtra, Parbhani",2003,28,65,700,3.0,22
"Maharashtra, Parbhani",2004,25,80,1200,2.0,18
"Maharashtra, Parbhani",2004,22,70,800,2.5,20
"Maharashtra, Parbhani",2004,20,60,600,1.5,16
"Maharashtra, Parbhani",2004,28,65,700,3.0,22
"Maharashtra, Parbhani",2005,25,80,1200,2.0,18
"Maharashtra, Parbhani",2005,22,70,800,2.5,20
"Maharashtra, Parbhani",2005,20,60,600,1.5,16
"Maharashtra, Parbhani",2005,28,65,700,3.0,22
"Maharashtra, Parbhani",2006,25,80,1200,2.0,18
"Maharashtra, Parbhani",2006,22,70,800,2.5,20
"Maharashtra, Parbhani",2006,20,60,600,1.5,16
"Maharashtra, Parbhani",2006,28,65,700,3.0,22
"Maharashtra, Parbhani",2007,25,80,1200,2.0,18
"Maharashtra, Parbhani",2007,22,70,800,2.5,20
"Maharashtra, Parbhani",2007,20,60,600,1.5,16
"Maharashtra, Parbhani",2007,28,65,700,3.0,22
"Maharashtra, Parbhani",2008,25,80,1200,2.0,18
"Maharashtra, Parbhani",2008,22,70,800,2.5,20
"Maharashtra, Parbhani",2008,20,60,600,1.5,16
"Maharashtra, Parbhani",2008,28,65,700,3.0,22
"Maharashtra, Parbhani",2009,25,80,1200,2.0,18
"Maharashtra, Parbhani",2009,22,70,800,2.5,20
"Maharashtra, Parbhani",2009,20,60,600,1.5,16
"Maharashtra, Parbhani",2009,28,65,700,3.0,22
"Maharashtra, Parbhani",2010,25,80,1200,2.0,18
"Maharashtra, Parbhani",2010,22,70,800,2.5,20
"Maharashtra, Parbhani",2010,20,60,600,1.5,16
"Maharashtra, Parbhani",2010,28,65,700,3.0,22
"Maharashtra, Parbhani",2011,25,80,1200,2.0,18
"Maharashtra, Parbhani",2011,22,70,800,2.5,20
"Maharashtra, Parbhani",2011,20,60,600,1.5,16
"Maharashtra, Parbhani",2011,28,65,700,3.0,22
"Maharashtra, Parbhani",2012,25,80,1200,2.0,18
"Maharashtra, Parbhani",2012,22,70,800,2.5,20
"Maharashtra, Parbhani",2012,20,60,600,1.5,16
"Maharashtra, Parbhani",2012,28,65,700,3.0,22
"Maharashtra, Parbhani",2013,25,80,1200,2.0,18
"Maharashtra, Parbhani",2013,22,70,800,2.5,20
"Maharashtra, Parbhani",2013,20,60,600,1.5,16
"Maharashtra, Parbhani",2013,28,65,700,3.0,22
"Maharashtra, Parbhani",2014,22,70,800,2.5,20
"Maharashtra, Parbhani",2014,20,60,600,1.5,16
"Maharashtra, Parbhani",2014,28,65,700,3.0,22
"Maharashtra, Parbhani",2015,22,70,800,2.5,20
"Maharashtra, Parbhani",2015,20,60,600,1.5,16
"Maharashtra, Parbhani",2015,28,65,700,3.0,22
"Maharashtra, Parbhani",2016,25,80,1200,2.0,18
"Maharashtra, Parbhani",2016,22,70,800,2.5,20
"Maharashtra, Parbhani",2016,20,60,600,1.5,16
"Maharashtra, Parbhani",2016,28,65,700,3.0,22
"Maharashtra, Parbhani",2017,22,70,800,2.5,20
"Maharashtra, Parbhani",2017,20,60,600,1.5,16
"Maharashtra, Parbhani",2017,28,65,700,3.0,22
"Maharashtra, Beed",1966,25,80,1200,2.0,18
"Maharashtra, Beed",1966,22,70,800,2.5,20
"Maharashtra, Beed",1966,20,60,600,1.5,16
"Maharashtra, Beed",1966,28,65,700,3.0,22
"Maharashtra, Beed",1967,25,80,1200,2.0,18
"Maharashtra, Beed",1967,22,70,800,2.5,20
"Maharashtra, Beed",1967,20,60,600,1.5,16
"Maharashtra, Beed",1967,28,65,700,3.0,22
"Maharashtra, Beed",1968,25,80,1200,2.0,18
"Maharashtra, Beed",1968,22,70,800,2.5,20
"Maharashtra, Beed",1968,20,60,600,1.5,16
"Maharashtra, Beed",1968,28,65,700,3.0,22
"Maharashtra, Beed",1969,25,80,1200,2.0,18
"Maharashtra, Beed",1969,22,70,800,2.5,20
"Maharashtra, Beed",1969,20,60,600,1.5,16
"Maharashtra, Beed",1969,28,65,700,3.0,22
"Maharashtra, Beed",1970,25,80,1200,2.0,18
"Maharashtra, Beed",1970,22,70,800,2.5,20
"Maharashtra, Beed",1970,20,60,600,1.5,16
"Maharashtra, Beed",1970,28,65,700,3.0,22
"Maharashtra, Beed",1971,25,80,1200,2.0,18
"Maharashtra, Beed",1971,22,70,800,2.5,20
"Maharashtra, Beed",1971,20,60,600,1.5,16
"Maharashtra, Beed",1971,28,65,700,3.0,22
"Maharashtra, Beed",1972,25,80,1200,2.0,18
"Maharashtra, Beed",1972,22,70,800,2.5,20
"Maharashtra, Beed",1972,20,60,600,1.5,16
"Maharashtra, Beed",1972,28,65,700,3.0,22
"Maharashtra, Beed",1973,25,80,1200,2.0,18
"Maharashtra, Beed",1973,22,70,800,2.5,20
"Maharashtra, Beed",1973,20,60,600,1.5,16
"Maharashtra, Beed",1973,28,65,700,3.0,22
"Maharashtra, Beed",1974,25,80,1200,2.0,18
"Maharashtra, Beed",1974,22,70,800,2.5,20
"Maharashtra, Beed",1974,20,60,600,1.5,16
"Maharashtra, Beed",1974,28,65,700,3.0,22
"Maharashtra, Beed",1975,25,80,1200,2.0,18
"Maharashtra, Beed",1975,22,70,800,2.5,20
"Maharashtra, Beed",1975,20,60,600,1.5,16
"Maharashtra, Beed",1975,28,65,700,3.0,22
"Maharashtra, Beed",1976,25,80,1200,2.0,18
"Maharashtra, Beed",1976,22,70,800,2.5,20
"Maharashtra, Beed",1976,20,60,600,1.5,16
"Maharashtra, Beed",1976,28,65,700,3.0,22
"Maharashtra, Beed",1977,25,80,1200,2.0,18
"Maharashtra, Beed",1977,22,70,800,2.5,20
"Maharashtra, Beed",1977,20,60,600,1.5,16
"Maharashtra, Beed",1977,28,65,700,3.0,22
"Maharashtra, Beed",1978,25,80,1200,2.0,18
"Maharashtra, Beed",1978,22,70,800,2.5,20
"Maharashtra, Beed",1978,20,60,600,1.5,16
"Maharashtra, Beed",1978,28,65,700,3.0,22
"Maharashtra, Beed",1979,25,80,1200,2.0,18
"Maharashtra, Beed",1979,22,70,800,2.5,20
"Maharashtra, Beed",1979,20,60,600,1.5,16
"Maharashtra, Beed",1979,28,65,700,3.0,22
"Maharashtra, Beed",1980,25,80,1200,2.0,18
"Maharashtra, Beed",1980,22,70,800,2.5,20
"Maharashtra, Beed",1980,20,60,600,1.5,16
"Maharashtra, Beed",1980,28,65,700,3.0,22
"Maharashtra, Beed",1981,25,80,1200,2.0,18
"Maharashtra, Beed",1981,22,70,800,2.5,20
"Maharashtra, Beed",1981,20,60,600,1.5,16
"Maharashtra, Beed",1981,28,65,700,3.0,22
"Maharashtra, Beed",1982,25,80,1200,2.0,18
"Maharashtra, Beed",1982,22,70,800,2.5,20
"Maharashtra, Beed",1982,20,60,600,1.5,16
"Maharashtra, Beed",1982,28,65,700,3.0,22
"Maharashtra, Beed",1983,25,80,1200,2.0,18
"Maharashtra, Beed",1983,22,70,800,2.5,20
"Maharashtra, Beed",1983,20,60,600,1.5,16
"Maharashtra, Beed",1983,28,65,700,3.0,22
"Maharashtra, Beed",1984,25,80,1200,2.0,18
"Maharashtra, Beed",1984,22,70,800,2.5,20
"Maharashtra, Beed",1984,20,60,600,1.5,16
"Maharashtra, Beed",1984,28,65,700,3.0,22
"Maharashtra, Beed",1985,25,80,1200,2.0,18
"Maharashtra, Beed",1985,22,70,800,2.5,20
"Maharashtra, Beed",1985,20,60,600,1.5,16
"Maharashtra, Beed",1985,28,65,700,3.0,22
"Maharashtra, Beed",1986,25,80,1200,2.0,18
"Maharashtra, Beed",1986,22,70,800,2.5,20
"Maharashtra, Beed",1986,20,60,600,1.5,16
"Maharashtra, Beed",1986,28,65,700,3.0,22
"Maharashtra, Beed",1987,25,80,1200,2.0,18
"Maharashtra, Beed",1987,22,70,800,2.5,20
"Maharashtra, Beed",1987,20,60,600,1.5,16
"Maharashtra, Beed",1987,28,65,700,3.0,22
"Maharashtra, Beed",1988,25,80,1200,2.0,18
"Maharashtra, Beed",1988,22,70,800,2.5,20
"Maharashtra, Beed",1988,20,60,600,1.5,16
"Maharashtra, Beed",1988,28,65,700,3.0,22
"Maharashtra, Beed",1989,25,80,1200,2.0,18
"Maharashtra, Beed",1989,22,70,800,2.5,20
"Maharashtra, Beed",1989,20,60,600,1.5,16
"Maharashtra, Beed",1989,28,65,700,3.0,22
"Maharashtra, Beed",1990,25,80,1200,2.0,18
"Maharashtra, Beed",1990,22,70,800,2.5,20
"Maharashtra, Beed",1990,20,60,600,1.5,16
"Maharashtra, Beed",1990,28,65,700,3.0,22
"Maharashtra, Beed",1991,25,80,1200,2.0,18
"Maharashtra, Beed",1991,22,70,800,2.5,20
"Maharashtra, Beed",1991,20,60,600,1.5,16
"Maharashtra, Beed",1991,28,65,700,3.0,22
"Maharashtra, Beed",1992,25,80,1200,2.0,18
"Maharashtra, Beed",1992,22,70,800,2.5,20
"Maharashtra, Beed",1992,20,60,600,1.5,16
"Maharashtra, Beed",1992,28,65,700,3.0,22
"Maharashtra, Beed",1993,25,80,1200,2.0,18
"Maharashtra, Beed",1993,22,70,800,2.5,20
"Maharashtra, Beed",1993,20,60,600,1.5,16
"Maharashtra, Beed",1993,28,65,700,3.0,22
"Maharashtra, Beed",1994,25,80,1200,2.0,18
"Maharashtra, Beed",1994,22,70,800,2.5,20
"Maharashtra, Beed",1994,20,60,600,1.5,16
"Maharashtra, Beed",1994,28,65,700,3.0,22
"Maharashtra, Beed",1995,25,80,1200,2.0,18
"Maharashtra, Beed",1995,22,70,800,2.5,20
"Maharashtra, Beed",1995,20,60,600,1.5,16
"Maharashtra, Beed",1995,28,65,700,3.0,22
"Maharashtra, Beed",1996,25,80,1200,2.0,18
"Maharashtra, Beed",1996,22,70,800,2.5,20
"Maharashtra, Beed",1996,20,60,600,1.5,16
"Maharashtra, Beed",1996,28,65,700,3.0,22
"Maharashtra, Beed",1997,25,80,1200,2.0,18
"Maharashtra, Beed",1997,22,70,800,2.5,20
"Maharashtra, Beed",1997,20,60,600,1.5,16
"Maharashtra, Beed",1997,28,65,700,3.0,22
"Maharashtra, Beed",1998,25,80,1200,2.0,18
"Maharashtra, Beed",1998,22,70,800,2.5,20
"Maharashtra, Beed",1998,20,60,600,1.5,16
"Maharashtra, Beed",1998,28,65,700,3.0,22
"Maharashtra, Beed",1999,25,80,1200,2.0,18
"Maharashtra, Beed",1999,22,70,800,2.5,20
"Maharashtra, Beed",1999,20,60,600,1.5,16
"Maharashtra, Beed",1999,28,65,700,3.0,22
"Maharashtra, Beed",2000,25,80,1200,2.0,18
"Maharashtra, Beed",2000,22,70,800,2.5,20
"Maharashtra, Beed",2000,20,60,600,1.5,16
"Maharashtra, Beed",2000,28,65,700,3.0,22
"Maharashtra, Beed",2001,25,80,1200,2.0,18
"Maharashtra, Beed",2001,22,70,800,2.5,20
"Maharashtra, Beed",2001,20,60,600,1.5,16
"Maharashtra, Beed",2001,28,65,700,3.0,22
"Maharashtra, Beed",2002,25,80,1200,2.0,18
"Maharashtra, Beed",2002,22,70,800,2.5,20
"Maharashtra, Beed",2002,20,60,600,1.5,16
"Maharashtra, Beed",2002,28,65,700,3.0,22
"Maharashtra, Beed",2003,25,80,1200,2.0,18
"Maharashtra, Beed",2003,22,70,800,2.5,20
"Maharashtra, Beed",2003,20,60,600,1.5,16
"Maharashtra, Beed",2003,28,65,700,3.0,22
"Maharashtra, Beed",2004,25,80,1200,2.0,18
"Maharashtra, Beed",2004,22,70,800,2.5,20
"Maharashtra, Beed",2004,20,60,600,1.5,16
"Maharashtra, Beed",2004,28,65,700,3.0,22
"Maharashtra, Beed",2005,25,80,1200,2.0,18
"Maharashtra, Beed",2005,22,70,800,2.5,20
"Maharashtra, Beed",2005,20,60,600,1.5,16
"Maharashtra, Beed",2005,28,65,700,3.0,22
"Maharashtra, Beed",2006,25,80,1200,2.0,18
"Maharashtra, Beed",2006,22,70,800,2.5,20
"Maharashtra, Beed",2006,20,60,600,1.5,16
"Maharashtra, Beed",2006,28,65,700,3.0,22
"Maharashtra, Beed",2007,25,80,1200,2.0,18
"Maharashtra, Beed",2007,22,70,800,2.5,20
"Maharashtra, Beed",2007,20,60,600,1.5,16
"Maharashtra, Beed",2007,28,65,700,3.0,22
"Maharashtra, Beed",2008,25,80,1200,2.0,18
"Maharashtra, Beed",2008,22,70,800,2.5,20
"Maharashtra, Beed",2008,20,60,600,1.5,16
"Maharashtra, Beed",2008,28,65,700,3.0,22
"Maharashtra, Beed",2009,25,80,1200,2.0,18
"Maharashtra, Beed",2009,22,70,800,2.5,20
"Maharashtra, Beed",2009,20,60,600,1.5,16
"Maharashtra, Beed",2009,28,65,700,3.0,22
"Maharashtra, Beed",2010,25,80,1200,2.0,18
"Maharashtra, Beed",2010,22,70,800,2.5,20
"Maharashtra, Beed",2010,20,60,600,1.5,16
"Maharashtra, Beed",2010,28,65,700,3.0,22
"Maharashtra, Beed",2011,25,80,1200,2.0,18
"Maharashtra, Beed",2011,22,70,800,2.5,20
"Maharashtra, Beed",2011,20,60,600,1.5,16
"Maharashtra, Beed",2011,28,65,700,3.0,22
"Maharashtra, Beed",2012,25,80,1200,2.0,18
"Maharashtra, Beed",2012,22,70,800,2.5,20
"Maharashtra, Beed",2012,20,60,600,1.5,16
"Maharashtra, Beed",2012,28,65,700,3.0,22
"Maharashtra, Beed",2013,25,80,1200,2.0,18
"Maharashtra, Beed",2013,22,70,800,2.5,20
"Maharashtra, Beed",2013,20,60,600,1.5,16
"Maharashtra, Beed",2013,28,65,700,3.0,22
"Maharashtra, Beed",2014,25,80,1200,2.0,18
"Maharashtra, Beed",2014,22,70,800,2.5,20
"Maharashtra, Beed",2014,20,60,600,1.5,16
"Maharashtra, Beed",2014,28,65,700,3.0,22
"Maharashtra, Beed",2015,22,70,800,2.5,20
"Maharashtra, Beed",2015,20,60,600,1.5,16
"Maharashtra, Beed",2015,28,65,700,3.0,22
"Maharashtra, Beed",2016,25,80,1200,2.0,18
"Maharashtra, Beed",2016,22,70,800,2.5,20
"Maharashtra, Beed",2016,20,60,600,1.5,16
"Maharashtra, Beed",2016,28,65,700,3.0,22
"Maharashtra, Beed",2017,25,80,1200,2.0,18
"Maharashtra, Beed",2017,22,70,800,2.5,20
"Maharashtra, Beed",2017,20,60,600,1.5,16
"Maharashtra, Beed",2017,28,65,700,3.0,22
"Maharashtra, Nanded",1966,25,80,1200,2.0,18
"Maharashtra, Nanded",1966,22,70,800,2.5,20
"Maharashtra, Nanded",1966,20,60,600,1.5,16
"Maharashtra, Nanded",1966,28,65,700,3.0,22
"Maharashtra, Nanded",1967,25,80,1200,2.0,18
"Maharashtra, Nanded",1967,22,70,800,2.5,20
"Maharashtra, Nanded",1967,20,60,600,1.5,16
"Maharashtra, Nanded",1967,28,65,700,3.0,22
"Maharashtra, Nanded",1968,25,80,1200,2.0,18
"Maharashtra, Nanded",1968,22,70,800,2.5,20
"Maharashtra, Nanded",1968,20,60,600,1.5,16
"Maharashtra, Nanded",1968,28,65,700,3.0,22
"Maharashtra, Nanded",1969,25,80,1200,2.0,18
"Maharashtra, Nanded",1969,22,70,800,2.5,20
"Maharashtra, Nanded",1969,20,60,600,1.5,16
"Maharashtra, Nanded",1969,28,65,700,3.0,22
"Maharashtra, Nanded",1970,25,80,1200,2.0,18
"Maharashtra, Nanded",1970,22,70,800,2.5,20
"Maharashtra, Nanded",1970,20,60,600,1.5,16
"Maharashtra, Nanded",1970,28,65,700,3.0,22
"Maharashtra, Nanded",1971,25,80,1200,2.0,18
"Maharashtra, Nanded",1971,22,70,800,2.5,20
"Maharashtra, Nanded",1971,20,60,600,1.5,16
"Maharashtra, Nanded",1971,28,65,700,3.0,22
"Maharashtra, Nanded",1972,25,80,1200,2.0,18
"Maharashtra, Nanded",1972,22,70,800,2.5,20
"Maharashtra, Nanded",1972,20,60,600,1.5,16
"Maharashtra, Nanded",1972,28,65,700,3.0,22
"Maharashtra, Nanded",1973,25,80,1200,2.0,18
"Maharashtra, Nanded",1973,22,70,800,2.5,20
"Maharashtra, Nanded",1973,20,60,600,1.5,16
"Maharashtra, Nanded",1973,28,65,700,3.0,22
"Maharashtra, Nanded",1974,25,80,1200,2.0,18
"Maharashtra, Nanded",1974,22,70,800,2.5,20
"Maharashtra, Nanded",1974,20,60,600,1.5,16
"Maharashtra, Nanded",1974,28,65,700,3.0,22
"Maharashtra, Nanded",1975,25,80,1200,2.0,18
"Maharashtra, Nanded",1975,22,70,800,2.5,20
"Maharashtra, Nanded",1975,20,60,600,1.5,16
"Maharashtra, Nanded",1975,28,65,700,3.0,22
"Maharashtra, Nanded",1976,25,80,1200,2.0,18
"Maharashtra, Nanded",1976,22,70,800,2.5,20
"Maharashtra, Nanded",1976,20,60,600,1.5,16
"Maharashtra, Nanded",1976,28,65,700,3.0,22
"Maharashtra, Nanded",1977,25,80,1200,2.0,18
"Maharashtra, Nanded",1977,22,70,800,2.5,20
"Maharashtra, Nanded",1977,20,60,600,1.5,16
"Maharashtra, Nanded",1977,28,65,700,3.0,22
"Maharashtra, Nanded",1978,25,80,1200,2.0,18
"Maharashtra, Nanded",1978,22,70,800,2.5,20
"Maharashtra, Nanded",1978,20,60,600,1.5,16
"Maharashtra, Nanded",1978,28,65,700,3.0,22
"Maharashtra, Nanded",1979,25,80,1200,2.0,18
"Maharashtra, Nanded",1979,22,70,800,2.5,20
"Maharashtra, Nanded",1979,20,60,600,1.5,16
"Maharashtra, Nanded",1979,28,65,700,3.0,22
"Maharashtra, Nanded",1980,25,80,1200,2.0,18
"Maharashtra, Nanded",1980,22,70,800,2.5,20
"Maharashtra, Nanded",1980,20,60,600,1.5,16
"Maharashtra, Nanded",1980,28,65,700,3.0,22
"Maharashtra, Nanded",1981,25,80,1200,2.0,18
"Maharashtra, Nanded",1981,22,70,800,2.5,20
"Maharashtra, Nanded",1981,20,60,600,1.5,16
"Maharashtra, Nanded",1981,28,65,700,3.0,22
"Maharashtra, Nanded",1982,25,80,1200,2.0,18
"Maharashtra, Nanded",1982,22,70,800,2.5,20
"Maharashtra, Nanded",1982,20,60,600,1.5,16
"Maharashtra, Nanded",1982,28,65,700,3.0,22
"Maharashtra, Nanded",1983,25,80,1200,2.0,18
"Maharashtra, Nanded",1983,22,70,800,2.5,20
"Maharashtra, Nanded",1983,20,60,600,1.5,16
"Maharashtra, Nanded",1983,28,65,700,3.0,22
"Maharashtra, Nanded",1984,25,80,1200,2.0,18
"Maharashtra, Nanded",1984,22,70,800,2.5,20
"Maharashtra, Nanded",1984,20,60,600,1.5,16
"Maharashtra, Nanded",1984,28,65,700,3.0,22
"Maharashtra, Nanded",1985,25,80,1200,2.0,18
"Maharashtra, Nanded",1985,22,70,800,2.5,20
"Maharashtra, Nanded",1985,20,60,600,1.5,16
"Maharashtra, Nanded",1985,28,65,700,3.0,22
"Maharashtra, Nanded",1986,25,80,1200,2.0,18
"Maharashtra, Nanded",1986,22,70,800,2.5,20
"Maharashtra, Nanded",1986,20,60,600,1.5,16
"Maharashtra, Nanded",1986,28,65,700,3.0,22
"Maharashtra, Nanded",1987,25,80,1200,2.0,18
"Maharashtra, Nanded",1987,22,70,800,2.5,20
"Maharashtra, Nanded",1987,20,60,600,1.5,16
"Maharashtra, Nanded",1987,28,65,700,3.0,22
"Maharashtra, Nanded",1988,25,80,1200,2.0,18
"Maharashtra, Nanded",1988,22,70,800,2.5,20
"Maharashtra, Nanded",1988,20,60,600,1.5,16
"Maharashtra, Nanded",1988,28,65,700,3.0,22
"Maharashtra, Nanded",1989,25,80,1200,2.0,18
"Maharashtra, Nanded",1989,22,70,800,2.5,20
"Maharashtra, Nanded",1989,20,60,600,1.5,16
"Maharashtra, Nanded",1989,28,65,700,3.0,22
"Maharashtra, Nanded",1990,25,80,1200,2.0,18
"Maharashtra, Nanded",1990,22,70,800,2.5,20
"Maharashtra, Nanded",1990,20,60,600,1.5,16
"Maharashtra, Nanded",1990,28,65,700,3.0,22
"Maharashtra, Nanded",1991,25,80,1200,2.0,18
"Maharashtra, Nanded",1991,22,70,800,2.5,20
"Maharashtra, Nanded",1991,20,60,600,1.5,16
"Maharashtra, Nanded",1991,28,65,700,3.0,22
"Maharashtra, Nanded",1992,25,80,1200,2.0,18
"Maharashtra, Nanded",1992,22,70,800,2.5,20
"Maharashtra, Nanded",1992,20,60,600,1.5,16
"Maharashtra, Nanded",1992,28,65,700,3.0,22
"Maharashtra, Nanded",1993,25,80,1200,2.0,18
"Maharashtra, Nanded",1993,22,70,800,2.5,20
"Maharashtra, Nanded",1993,20,60,600,1.5,16
"Maharashtra, Nanded",1993,28,65,700,3.0,22
"Maharashtra, Nanded",1994,25,80,1200,2.0,18
"Maharashtra, Nanded",1994,22,70,800,2.5,20
"Maharashtra, Nanded",1994,20,60,600,1.5,16
"Maharashtra, Nanded",1994,28,65,700,3.0,22
"Maharashtra, Nanded",1995,25,80,1200,2.0,18
"Maharashtra, Nanded",1995,22,70,800,2.5,20
"Maharashtra, Nanded",1995,20,60,600,1.5,16
"Maharashtra, Nanded",1995,28,65,700,3.0,22
"Maharashtra, Nanded",1996,25,80,1200,2.0,18
"Maharashtra, Nanded",1996,22,70,800,2.5,20
"Maharashtra, Nanded",1996,20,60,600,1.5,16
"Maharashtra, Nanded",1996,28,65,700,3.0,22
"Maharashtra, Nanded",1997,25,80,1200,2.0,18
"Maharashtra, Nanded",1997,22,70,800,2.5,20
"Maharashtra, Nanded",1997,20,60,600,1.5,16
"Maharashtra, Nanded",1997,28,65,700,3.0,22
"Maharashtra, Nanded",1998,25,80,1200,2.0,18
"Maharashtra, Nanded",1998,22,70,800,2.5,20
"Maharashtra, Nanded",1998,20,60,600,1.5,16
"Maharashtra, Nanded",1998,28,65,700,3.0,22
"Maharashtra, Nanded",1999,25,80,1200,2.0,18
"Maharashtra, Nanded",1999,22,70,800,2.5,20
"Maharashtra, Nanded",1999,20,60,600,1.5,16
"Maharashtra, Nanded",1999,28,65,700,3.0,22
